seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr16	75252788	75252907	120	*	X09858	1504	75252884	75258822	5939	+	0	overlapStart	0	CTRB1
chr16	75599665	75599799	135	*	X09866	11345	75600249	75611779	11531	+	449	upstream	449	GABARAPL2
chr16	77756132	77756228	97	*	X09871	283927	77756389	77776157	19769	+	160	upstream	160	NUDT7
chr16	77756368	77756371	4	*	X09872	283927	77756389	77776157	19769	+	17	upstream	17	NUDT7
chr16	79635229	79635318	90	*	X09875	4094	79627745	79634622	6878	-	606	upstream	606	MAF
chr16	79635725	79635844	120	*	X09876	4094	79627745	79634622	6878	-	1102	upstream	1102	MAF
chr16	81110449	81110613	165	*	X09880	123775	81087102	81110872	23771	-	0	inside	258	C16orf46
chr16	81129934	81129994	61	*	X09881	2653	81115552	81129980	14429	-	0	overlapStart	0	GCSH
chr16	81347710	81347829	120	*	X09882	8139	81348571	81413803	65233	+	741	upstream	741	GAN
chr16	81477589	81477753	165	*	X09886	80790	81478775	81745367	266593	+	1021	upstream	1021	CMIP
chr16	81478083	81478366	284	*	X09887	80790	81478775	81745367	266593	+	408	upstream	408	CMIP
chr16	82068768	82068857	90	*	X09892	3294	82068858	82132139	63282	+	0	upstream	0	HSD17B2
chr16	83841179	83841313	135	*	X09896	3281	83841508	83846607	5100	+	194	upstream	194	HSBP1
chr16	83841419	83841538	120	*	X09897	3281	83841508	83846607	5100	+	0	overlapStart	0	HSBP1
chr16	83932535	83932568	34	*	X09899	23417	83932730	83949787	17058	+	161	upstream	161	MLYCD
chr16	84077452	84077453	2	*	X09905	146167	84043389	84075762	32374	-	1689	upstream	1689	SLC38A8
chr16	84177573	84177707	135	*	X09908	123872	84178865	84211524	32660	+	1157	upstream	1157	DNAAF1
chr16	84178309	84178743	435	*	X09909	123872	84178865	84211524	32660	+	121	upstream	121	DNAAF1
chr16	84178309	84178743	435	*	X09909	83693	84155744	84178800	23057	-	0	inside	56	HSDL1
chr16	84178833	84178877	45	*	X09910	123872	84178865	84211524	32660	+	0	overlapStart	0	DNAAF1
chr16	84178833	84178877	45	*	X09910	83693	84155744	84178800	23057	-	32	upstream	32	HSDL1
chr16	84537918	84538052	135	*	X09913	57707	84509966	84538288	28323	-	0	inside	235	MEAK7
chr16	84538607	84538711	105	*	X09914	57707	84509966	84538288	28323	-	318	upstream	318	MEAK7
chr16	84651844	84652094	251	*	X09915	23406	84599204	84651669	52466	-	174	upstream	174	COTL1
chr16	84682361	84682480	120	*	X09916	79786	84682131	84695916	13786	+	0	inside	229	KLHL36
chr16	85061511	85061720	210	*	X09923	9764	85061375	85127828	66454	+	0	inside	135	KIAA0513
chr16	85644789	85644968	180	*	X09958	23199	85645029	85709812	64784	+	60	upstream	60	GSE1
chr16	85784590	85784679	90	*	X09965	404550	85741124	85784689	43566	-	0	inside	9	C16orf74
chr16	85785011	85785145	135	*	X09966	404550	85741124	85784689	43566	-	321	upstream	321	C16orf74
chr16	86588603	86588767	165	*	X09969	146512	86588926	86590905	1980	+	158	upstream	158	FLJ30679
chr16	86588603	86588767	165	*	X09969	64779	86563782	86588841	25060	-	0	inside	73	MTHFSD
chr16	86589473	86589592	120	*	X09970	64779	86563782	86588841	25060	-	631	upstream	631	MTHFSD
chr16	87351406	87351555	150	*	X09972	100506581	87336404	87351026	14623	-	379	upstream	379	C16orf95
chr16	87425485	87425589	105	*	X09978	81631	87425801	87438380	12580	+	211	upstream	211	MAP1LC3B
chr16	87425485	87425589	105	*	X09978	79791	87362942	87425708	62767	-	0	inside	118	FBXO31
chr16	87426306	87426425	120	*	X09979	79791	87362942	87425708	62767	-	597	upstream	597	FBXO31
chr16	87525088	87525342	255	*	X09983	23174	87439852	87525460	85609	-	0	inside	117	ZCCHC14
chr16	87526057	87526167	111	*	X09984	23174	87439852	87525460	85609	-	596	upstream	596	ZCCHC14
chr16	87799830	87799889	60	*	X09987	54758	87736729	87799598	62870	-	231	upstream	231	KLHDC4
chr16	87903039	87903078	40	*	X09993	8140	87863629	87903100	39472	-	0	inside	21	SLC7A5
chr16	88519349	88519511	163	*	X10001	161882	88520014	88601574	81561	+	502	upstream	502	ZFPM1
chr16	88519691	88519708	18	*	X10002	161882	88520014	88601574	81561	+	305	upstream	305	ZFPM1
chr16	88635755	88635829	75	*	X10008	124245	88636789	88698372	61584	+	959	upstream	959	ZC3H18
chr16	88636748	88636837	90	*	X10009	124245	88636789	88698372	61584	+	0	overlapStart	0	ZC3H18
chr16	88717138	88717287	150	*	X10013	1535	88709697	88717492	7796	-	0	inside	204	CYBA
chr16	88717423	88717527	105	*	X10014	1535	88709697	88717492	7796	-	0	overlapStart	0	CYBA
chr16	88728959	88729078	120	*	X10015	197187	88729781	88753594	23814	+	702	upstream	702	SNAI3-AS1
chr16	88729934	88730293	360	*	X10016	197187	88729781	88753594	23814	+	0	inside	152	SNAI3-AS1
chr16	88729934	88730293	360	*	X10016	4597	88718348	88729495	11148	-	438	upstream	438	MVD
chr16	88752821	88752940	120	*	X10019	333929	88744090	88752882	8793	-	0	overlapStart	0	SNAI3
chr16	88753007	88753120	114	*	X10020	333929	88744090	88752882	8793	-	124	upstream	124	SNAI3
chr16	88752971	88752973	3	*	X10021	333929	88744090	88752882	8793	-	88	upstream	88	SNAI3
chr16	88851540	88851764	225	*	X10025	9780	88781746	88851372	69627	-	167	upstream	167	PIEZO1
chr16	88870292	88870441	150	*	X10028	81620	88870186	88875666	5481	+	0	inside	105	CDT1
chr16	88878337	88878471	135	*	X10030	353	88875877	88878342	2466	-	0	overlapStart	0	APRT
chr16	88922865	88922999	135	*	X10031	51693	88922628	88927591	4964	+	0	inside	236	TRAPPC2L
chr16	88923023	88923157	135	*	X10032	2588	88880142	88923374	43233	-	0	inside	216	GALNS
chr16	89237527	89237747	221	*	X10034	1013	89238163	89261900	23738	+	415	upstream	415	CDH15
chr16	89238403	89238512	110	*	X10035	1013	89238163	89261900	23738	+	0	inside	239	CDH15
chr16	89266390	89266659	270	*	X10039	146429	89262169	89266529	4361	-	0	overlapStart	0	SLC22A31
chr16	89266937	89267026	90	*	X10040	146429	89262169	89266529	4361	-	407	upstream	407	SLC22A31
chr16	89268047	89268171	125	*	X10041	146429	89262169	89266529	4361	-	1517	upstream	1517	SLC22A31
chr16	89268307	89268571	265	*	X10042	146429	89262169	89266529	4361	-	1777	upstream	1777	SLC22A31
chr16	89573231	89573304	74	*	X10054	6687	89574805	89624174	49370	+	1500	upstream	1500	SPG7
chr16	89573950	89574054	105	*	X10055	6687	89574805	89624174	49370	+	750	upstream	750	SPG7
chr16	89723342	89723911	570	*	X10063	124045	89724152	89736866	12715	+	240	upstream	240	SPATA33
chr16	89723342	89723911	570	*	X10063	5119	89710839	89724193	13355	-	0	inside	281	CHMP1A
chr16	89724400	89724519	120	*	X10064	124045	89724152	89736866	12715	+	0	inside	247	SPATA33
chr16	89724400	89724519	120	*	X10064	5119	89710839	89724193	13355	-	206	upstream	206	CHMP1A
chr16	89767622	89767876	255	*	X10069	124044	89762765	89768121	5357	-	0	inside	244	SPATA2L
chr16	89768537	89768671	135	*	X10070	124044	89762765	89768121	5357	-	415	upstream	415	SPATA2L
chr16	89768897	89769016	120	*	X10071	124044	89762765	89768121	5357	-	775	upstream	775	SPATA2L
chr16	89787519	89787668	150	*	X10072	9605	89773541	89787394	13854	-	124	upstream	124	VPS9D1
chr16	89787804	89787923	120	*	X10073	9605	89773541	89787394	13854	-	409	upstream	409	VPS9D1
chr16	89894434	89894748	315	*	X10074	84501	89894907	89937727	42821	+	158	upstream	158	SPIRE2
chr16	89939824	89939973	150	*	X10077	22980	89939994	89977792	37799	+	20	upstream	20	TCF25
chr16	89940273	89940887	615	*	X10078	22980	89939994	89977792	37799	+	0	inside	278	TCF25
chr16	90015252	90015311	60	*	X10090	54849	90015139	90034468	19330	+	0	inside	112	DEF8
chr16	90039286	90039360	75	*	X10093	172	90038988	90067195	28208	+	0	inside	297	AFG3L1P
chr16	90039286	90039360	75	*	X10093	92806	90036183	90039240	3058	-	45	upstream	45	CENPBD1
chr16	90085125	90085244	120	*	X10094	2622	90086069	90111379	25311	+	824	upstream	824	GAS8
chr16	90085860	90086009	150	*	X10095	2622	90086069	90111379	25311	+	59	upstream	59	GAS8
chr16	90086287	90086436	150	*	X10096	2622	90086069	90111379	25311	+	0	inside	217	GAS8
chr16	90086287	90086436	150	*	X10096	79007	90071279	90086328	15050	-	0	overlapStart	0	DBNDD1
chr16	90114157	90114176	20	*	X10101	100130015	90106169	90114191	8023	-	0	inside	14	URAHP
chr16	90143969	90143977	9	*	X10102	11105	90122974	90142338	19365	-	1630	upstream	1630	PRDM7
chr17	617630	617824	195	*	X10111	55275	411908	618096	206189	-	0	inside	271	VPS53
chr17	617885	617989	105	*	X10112	55275	411908	618096	206189	-	0	inside	106	VPS53
chr17	635548	635682	135	*	X10113	79850	635847	646075	10229	+	164	upstream	164	TLCD3A
chr17	655573	655857	285	*	X10116	100131454	655573	658576	3004	+	0	inside	0	DBIL5P
chr17	655573	655857	285	*	X10116	50628	647661	655501	7841	-	71	upstream	71	GEMIN4
chr17	655363	655526	164	*	X10117	100131454	655573	658576	3004	+	46	upstream	46	DBIL5P
chr17	655363	655526	164	*	X10117	50628	647661	655501	7841	-	0	overlapStart	0	GEMIN4
chr17	882970	883072	103	*	X10123	64359	702553	882998	180446	-	0	overlapStart	0	NXN
chr17	883153	883179	27	*	X10124	64359	702553	882998	180446	-	154	upstream	154	NXN
chr17	883345	883464	120	*	X10125	64359	702553	882998	180446	-	346	upstream	346	NXN
chr17	884215	884319	105	*	X10126	64359	702553	882998	180446	-	1216	upstream	1216	NXN
chr17	1359712	1359771	60	*	X10139	1398	1324647	1359561	34915	-	150	upstream	150	CRK
chr17	1396042	1396154	113	*	X10151	4641	1367480	1396001	28522	-	40	upstream	40	MYO1C
chr17	1466077	1466101	25	*	X10155	5306	1421283	1466110	44828	-	0	inside	8	PITPNA
chr17	1531834	1532088	255	*	X10158	124935	1477696	1532130	54435	-	0	inside	41	SLC43A2
chr17	1532404	1532778	375	*	X10159	124935	1477696	1532130	54435	-	273	upstream	273	SLC43A2
chr17	1553062	1553166	105	*	X10164	83547	1549445	1553392	3948	-	0	inside	225	RILP
chr17	1614126	1614231	106	*	X10167	727910	1606084	1613662	7579	-	463	upstream	463	TLCD2
chr17	1617866	1617996	131	*	X10168	407004	1617197	1617281	85	-	584	upstream	584	MIR22
chr17	1617866	1617996	131	*	X10168	124997	1619817	1641893	22077	+	1820	upstream	1820	WDR81
chr17	1618136	1618240	105	*	X10169	407004	1617197	1617281	85	-	854	upstream	854	MIR22
chr17	1618136	1618240	105	*	X10169	124997	1619817	1641893	22077	+	1576	upstream	1576	WDR81
chr17	1618466	1618540	75	*	X10170	407004	1617197	1617281	85	-	1184	upstream	1184	MIR22
chr17	1618466	1618540	75	*	X10170	124997	1619817	1641893	22077	+	1276	upstream	1276	WDR81
chr17	1618776	1619315	540	*	X10171	407004	1617197	1617281	85	-	1494	upstream	1494	MIR22
chr17	1618776	1619315	540	*	X10171	124997	1619817	1641893	22077	+	501	upstream	501	WDR81
chr17	1618776	1619315	540	*	X10171	84981	1614798	1619566	4769	-	0	inside	250	MIR22HG
chr17	1619556	1619622	67	*	X10172	124997	1619817	1641893	22077	+	194	upstream	194	WDR81
chr17	1619556	1619622	67	*	X10172	84981	1614798	1619566	4769	-	0	overlapStart	0	MIR22HG
chr17	1645906	1646025	120	*	X10175	5345	1646130	1658559	12430	+	104	upstream	104	SERPINF2
chr17	1646071	1646295	225	*	X10176	5345	1646130	1658559	12430	+	0	overlapStart	0	SERPINF2
chr17	1646386	1646550	165	*	X10177	5345	1646130	1658559	12430	+	0	inside	255	SERPINF2
chr17	1732201	1732261	61	*	X10182	6117	1733273	1802848	69576	+	1011	upstream	1011	RPA1
chr17	1732787	1732906	120	*	X10183	6117	1733273	1802848	69576	+	366	upstream	366	RPA1
chr17	1732787	1732906	120	*	X10183	114826	1682829	1733175	50347	-	0	inside	268	SMYD4
chr17	1733468	1733647	180	*	X10184	6117	1733273	1802848	69576	+	0	inside	194	RPA1
chr17	1733468	1733647	180	*	X10184	114826	1682829	1733175	50347	-	292	upstream	292	SMYD4
chr17	1928434	1928538	105	*	X10194	146760	1837971	1928178	90208	-	255	upstream	255	RTN4RL1
chr17	1928599	1928733	135	*	X10195	146760	1837971	1928178	90208	-	420	upstream	420	RTN4RL1
chr17	1928794	1928973	180	*	X10196	146760	1837971	1928178	90208	-	615	upstream	615	RTN4RL1
chr17	1929281	1929415	135	*	X10197	146760	1837971	1928178	90208	-	1102	upstream	1102	RTN4RL1
chr17	1945406	1945645	240	*	X10198	124641	1945277	1946725	1449	+	0	inside	128	OVCA2
chr17	1953418	1953427	10	*	X10200	406921	1953202	1953302	101	-	115	upstream	115	MIR132
chr17	1953473	1953622	150	*	X10201	406921	1953202	1953302	101	-	170	upstream	170	MIR132
chr17	1953473	1953622	150	*	X10201	406994	1953565	1953674	110	-	0	overlapEnd	51	MIR212
chr17	1953818	1953907	90	*	X10202	406921	1953202	1953302	101	-	515	upstream	515	MIR132
chr17	1953818	1953907	90	*	X10202	406994	1953565	1953674	110	-	143	upstream	143	MIR212
chr17	1954133	1954222	90	*	X10203	406921	1953202	1953302	101	-	830	upstream	830	MIR132
chr17	1954133	1954222	90	*	X10203	406994	1953565	1953674	110	-	458	upstream	458	MIR212
chr17	1954241	1954360	120	*	X10204	406921	1953202	1953302	101	-	938	upstream	938	MIR132
chr17	1954241	1954360	120	*	X10204	406994	1953565	1953674	110	-	566	upstream	566	MIR212
chr17	1957563	1957727	165	*	X10205	3090	1957448	1962981	5534	+	0	inside	114	HIC1
chr17	2206073	2206207	135	*	X10208	63826	2207248	2228553	21306	+	1040	upstream	1040	SRR
chr17	2206628	2206687	60	*	X10209	63826	2207248	2228553	21306	+	560	upstream	560	SRR
chr17	2206853	2206942	90	*	X10210	63826	2207248	2228553	21306	+	305	upstream	305	SRR
chr17	2206853	2206942	90	*	X10210	23293	1963133	2207069	243937	-	0	inside	126	SMG6
chr17	2207183	2207317	135	*	X10211	63826	2207248	2228553	21306	+	0	overlapStart	0	SRR
chr17	2207183	2207317	135	*	X10211	23293	1963133	2207069	243937	-	113	upstream	113	SMG6
chr17	2240670	2240729	60	*	X10212	9905	2240806	2284348	43543	+	76	upstream	76	SGSM2
chr17	2240670	2240729	60	*	X10212	55720	2225982	2240678	14697	-	0	overlapStart	0	TSR1
chr17	2241298	2241462	165	*	X10213	55720	2225982	2240678	14697	-	619	upstream	619	TSR1
chr17	2305306	2305410	105	*	X10221	4335	2287354	2304258	16905	-	1047	upstream	1047	MNT
chr17	2305437	2305452	16	*	X10222	4335	2287354	2304258	16905	-	1178	upstream	1178	MNT
chr17	2305506	2305556	51	*	X10223	4335	2287354	2304258	16905	-	1247	upstream	1247	MNT
chr17	2496418	2496492	75	*	X10224	5048	2496923	2588909	91987	+	430	upstream	430	PAFAH1B1
chr17	2497063	2497257	195	*	X10225	5048	2496923	2588909	91987	+	0	inside	139	PAFAH1B1
chr17	2614696	2614845	150	*	X10231	23277	2592680	2614927	22248	-	0	inside	81	CLUH
chr17	3539101	3539235	135	*	X10244	1497	3539762	3566397	26636	+	526	upstream	526	CTNS
chr17	3540608	3540682	75	*	X10245	23729	3511556	3539616	28061	-	991	upstream	991	SHPK
chr17	3749179	3749328	150	*	X10252	55421	3710045	3749545	39501	-	0	inside	216	NCBP3
chr17	3795992	3796186	195	*	X10255	84254	3763617	3796337	32721	-	0	inside	150	CAMKK1
chr17	3796202	3796320	119	*	X10256	84254	3763617	3796337	32721	-	0	inside	16	CAMKK1
chr17	3797087	3797176	90	*	X10257	84254	3763617	3796337	32721	-	749	upstream	749	CAMKK1
chr17	4046991	4047140	150	*	X10261	23140	3907739	4046253	138515	-	737	upstream	737	ZZEF1
chr17	4047310	4047429	120	*	X10262	23140	3907739	4046253	138515	-	1056	upstream	1056	ZZEF1
chr17	4047550	4047774	225	*	X10263	23140	3907739	4046253	138515	-	1296	upstream	1296	ZZEF1
chr17	4269802	4269997	196	*	X10266	7326	4172512	4269969	97458	-	0	overlapStart	0	UBE2G1
chr17	4459615	4459675	61	*	X10273	10514	4442191	4458681	16491	-	933	upstream	933	MYBBP1A
chr17	4487295	4487414	120	*	X10276	342527	4487276	4511614	24339	+	0	inside	18	SMTNL2
chr17	4606491	4606610	120	*	X10278	101559451	4607525	4608824	1300	+	914	upstream	914	LOC101559451
chr17	4612461	4612580	120	*	X10279	409	4613789	4624795	11007	+	1208	upstream	1208	ARRB2
chr17	4612957	4613046	90	*	X10280	409	4613789	4624795	11007	+	742	upstream	742	ARRB2
chr17	4613252	4613371	120	*	X10281	409	4613789	4624795	11007	+	417	upstream	417	ARRB2
chr17	4613687	4614481	795	*	X10282	409	4613789	4624795	11007	+	0	overlapStart	0	ARRB2
chr17	4634925	4635061	137	*	X10284	400569	4634723	4636896	2174	+	0	inside	201	MED11
chr17	4642324	4642518	195	*	X10285	84225	4643310	4649414	6105	+	791	upstream	791	ZMYND15
chr17	4643344	4643463	120	*	X10286	84225	4643310	4649414	6105	+	0	inside	33	ZMYND15
chr17	4643344	4643463	120	*	X10286	58191	4636828	4643223	6396	-	120	upstream	120	CXCL16
chr17	4736813	4736917	105	*	X10292	50488	4736635	4801356	64722	+	0	inside	177	MINK1
chr17	4736933	4737172	240	*	X10293	50488	4736635	4801356	64722	+	0	inside	297	MINK1
chr17	4852888	4853052	165	*	X10302	5216	4848945	4852381	3437	-	506	upstream	506	PFN1
chr17	4852888	4853052	165	*	X10302	2027	4854384	4860426	6043	+	1331	upstream	1331	ENO3
chr17	4853407	4853457	51	*	X10303	5216	4848945	4852381	3437	-	1025	upstream	1025	PFN1
chr17	4853407	4853457	51	*	X10303	2027	4854384	4860426	6043	+	926	upstream	926	ENO3
chr17	4853293	4853295	3	*	X10304	5216	4848945	4852381	3437	-	911	upstream	911	PFN1
chr17	4853293	4853295	3	*	X10304	2027	4854384	4860426	6043	+	1088	upstream	1088	ENO3
chr17	4854328	4854447	120	*	X10305	5216	4848945	4852381	3437	-	1946	upstream	1946	PFN1
chr17	4854328	4854447	120	*	X10305	2027	4854384	4860426	6043	+	0	overlapStart	0	ENO3
chr17	4871593	4871712	120	*	X10307	9552	4862521	4871132	8612	-	460	upstream	460	SPAG7
chr17	4871863	4871982	120	*	X10308	9552	4862521	4871132	8612	-	730	upstream	730	SPAG7
chr17	4872403	4872567	165	*	X10309	9552	4862521	4871132	8612	-	1270	upstream	1270	SPAG7
chr17	4872598	4872732	135	*	X10310	9552	4862521	4871132	8612	-	1465	upstream	1465	SPAG7
chr17	4891018	4891152	135	*	X10313	23125	4871287	4890960	19674	-	57	upstream	57	CAMTA2
chr17	4900168	4900298	131	*	X10314	10749	4901243	4931694	30452	+	944	upstream	944	KIF1C
chr17	4900854	4901033	180	*	X10315	10749	4901243	4931694	30452	+	209	upstream	209	KIF1C
chr17	4900854	4901033	180	*	X10315	388324	4891425	4900905	9481	-	0	overlapStart	0	INCA1
chr17	4901627	4901776	150	*	X10316	388324	4891425	4900905	9481	-	721	upstream	721	INCA1
chr17	4902317	4902436	120	*	X10317	388324	4891425	4900905	9481	-	1411	upstream	1411	INCA1
chr17	5185356	5185550	195	*	X10320	9135	5185558	5289132	103575	+	7	upstream	7	RABEP1
chr17	5372452	5372478	27	*	X10324	56919	5344232	5372380	28149	-	71	upstream	71	DHX33
chr17	5389199	5389303	105	*	X10325	79003	5389694	5394130	4437	+	390	upstream	390	MIS12
chr17	5389199	5389303	105	*	X10325	51009	5377613	5389494	11882	-	0	inside	190	DERL2
chr17	5389409	5389541	133	*	X10326	79003	5389694	5394130	4437	+	152	upstream	152	MIS12
chr17	5389409	5389541	133	*	X10326	51009	5377613	5389494	11882	-	0	overlapStart	0	DERL2
chr17	5404347	5404481	135	*	X10327	728392	5402747	5404319	1573	-	27	upstream	27	LOC728392
chr17	6347052	6347261	210	*	X10330	54478	6347735	6354385	6651	+	473	upstream	473	PIMREG
chr17	6347637	6347816	180	*	X10331	54478	6347735	6354385	6651	+	0	overlapStart	0	PIMREG
chr17	6347907	6348116	210	*	X10332	54478	6347735	6354385	6651	+	0	inside	171	PIMREG
chr17	6459504	6459728	225	*	X10335	83394	6354583	6459877	105295	-	0	inside	148	PITPNM3
chr17	6459744	6459759	16	*	X10336	83394	6354583	6459877	105295	-	0	inside	117	PITPNM3
chr17	6542463	6542657	195	*	X10337	84817	6544222	6547861	3640	+	1564	upstream	1564	TXNDC17
chr17	6543153	6543302	150	*	X10338	84817	6544222	6547861	3640	+	919	upstream	919	TXNDC17
chr17	6543438	6543557	120	*	X10339	84817	6544222	6547861	3640	+	664	upstream	664	TXNDC17
chr17	6543678	6543842	165	*	X10340	84817	6544222	6547861	3640	+	379	upstream	379	TXNDC17
chr17	6559984	6560012	29	*	X10341	100616401	6558759	6558828	70	-	1155	upstream	1155	MIR4520-1
chr17	6559984	6560012	29	*	X10341	100652883	6561038	6564701	3664	+	1025	upstream	1025	ALOX15P1
chr17	6560156	6560200	45	*	X10342	100616401	6558759	6558828	70	-	1327	upstream	1327	MIR4520-1
chr17	6560156	6560200	45	*	X10342	100652883	6561038	6564701	3664	+	837	upstream	837	ALOX15P1
chr17	6560758	6560767	10	*	X10343	100616401	6558759	6558828	70	-	1929	upstream	1929	MIR4520-1
chr17	6560758	6560767	10	*	X10343	100652883	6561038	6564701	3664	+	270	upstream	270	ALOX15P1
chr17	6616732	6616836	105	*	X10346	284111	6588039	6616740	28702	-	0	overlapStart	0	SLC13A5
chr17	6916109	6916228	120	*	X10348	100506713	6888442	6915653	27212	-	455	upstream	455	ALOX12-AS1
chr17	6917054	6917188	135	*	X10349	100506713	6888442	6915653	27212	-	1400	upstream	1400	ALOX12-AS1
chr17	6917362	6917466	105	*	X10350	100506713	6888442	6915653	27212	-	1708	upstream	1708	ALOX12-AS1
chr17	6923429	6923616	188	*	X10354	100506755	6919137	6922973	3837	-	455	upstream	455	MIR497HG
chr17	6924997	6925221	225	*	X10355	255877	6926369	6932961	6593	+	1147	upstream	1147	BCL6B
chr17	6925642	6925881	240	*	X10356	255877	6926369	6932961	6593	+	487	upstream	487	BCL6B
chr17	6938887	6938991	105	*	X10357	201232	6939394	6943440	4047	+	402	upstream	402	SLC16A13
chr17	6939127	6939261	135	*	X10358	201232	6939394	6943440	4047	+	132	upstream	132	SLC16A13
chr17	7018149	7018283	135	*	X10365	433	7004641	7018292	13652	-	0	inside	8	ASGR2
chr17	7082599	7082703	105	*	X10372	432	7076751	7082883	6133	-	0	inside	179	ASGR1
chr17	7082749	7083003	255	*	X10373	432	7076751	7082883	6133	-	0	overlapStart	0	ASGR1
chr17	7118583	7118702	120	*	X10377	37	7120444	7128586	8143	+	1741	upstream	1741	ACADVL
chr17	7137470	7137604	135	*	X10381	1856	7128661	7137863	9203	-	0	inside	258	DVL2
chr17	7137830	7138099	270	*	X10382	1856	7128661	7137863	9203	-	0	overlapStart	0	DVL2
chr17	7138189	7138323	135	*	X10383	1856	7128661	7137863	9203	-	325	upstream	325	DVL2
chr17	7142210	7142674	465	*	X10385	79142	7138347	7142825	4479	-	0	inside	150	PHF23
chr17	7142720	7142869	150	*	X10386	79142	7138347	7142825	4479	-	0	overlapStart	0	PHF23
chr17	7145720	7145824	105	*	X10387	11337	7143738	7145753	2016	-	0	overlapStart	0	GABARAP
chr17	7146450	7146554	105	*	X10388	11337	7143738	7145753	2016	-	696	upstream	696	GABARAP
chr17	7153974	7154093	120	*	X10389	23587	7155372	7163259	7888	+	1278	upstream	1278	ELP5
chr17	7154154	7154288	135	*	X10390	23587	7155372	7163259	7888	+	1083	upstream	1083	ELP5
chr17	7154910	7155149	240	*	X10391	23587	7155372	7163259	7888	+	222	upstream	222	ELP5
chr17	7154910	7155149	240	*	X10391	23399	7146906	7155259	8354	-	0	inside	109	CTDNEP1
chr17	7155161	7155310	150	*	X10392	23587	7155372	7163259	7888	+	61	upstream	61	ELP5
chr17	7155161	7155310	150	*	X10392	23399	7146906	7155259	8354	-	0	overlapStart	0	CTDNEP1
chr17	7155941	7156060	120	*	X10393	23399	7146906	7155259	8354	-	681	upstream	681	CTDNEP1
chr17	7184318	7184452	135	*	X10395	6517	7185054	7191367	6314	+	601	upstream	601	SLC2A4
chr17	7184783	7184839	57	*	X10396	6517	7185054	7191367	6314	+	214	upstream	214	SLC2A4
chr17	7185293	7185487	195	*	X10397	6517	7185054	7191367	6314	+	0	inside	238	SLC2A4
chr17	7232465	7232629	165	*	X10404	84461	7215978	7232638	16661	-	0	inside	8	NEURL4
chr17	7253584	7253973	390	*	X10405	147040	7255208	7258262	3055	+	1234	upstream	1234	KCTD11
chr17	7254260	7254379	120	*	X10406	147040	7255208	7258262	3055	+	828	upstream	828	KCTD11
chr17	7254440	7254559	120	*	X10407	147040	7255208	7258262	3055	+	648	upstream	648	KCTD11
chr17	7254979	7255098	120	*	X10408	147040	7255208	7258262	3055	+	109	upstream	109	KCTD11
chr17	7284100	7284324	225	*	X10409	8711	7284293	7293092	8800	+	0	overlapStart	0	TNK1
chr17	7297827	7297901	75	*	X10412	57048	7293047	7298162	5116	-	0	inside	260	PLSCR3
chr17	7307636	7307747	112	*	X10415	100529211	7293047	7307450	14404	-	185	upstream	185	TMEM256-PLSCR3
chr17	7307636	7307747	112	*	X10415	254863	7306293	7307450	1158	-	185	upstream	185	TMEM256
chr17	7307778	7307897	120	*	X10416	100529211	7293047	7307450	14404	-	327	upstream	327	TMEM256-PLSCR3
chr17	7307778	7307897	120	*	X10416	254863	7306293	7307450	1158	-	327	upstream	327	TMEM256
chr17	7308244	7308498	255	*	X10417	100529211	7293047	7307450	14404	-	793	upstream	793	TMEM256-PLSCR3
chr17	7308244	7308498	255	*	X10417	254863	7306293	7307450	1158	-	793	upstream	793	TMEM256
chr17	7348310	7348429	120	*	X10424	1140	7348406	7360932	12527	+	0	overlapStart	0	CHRNB1
chr17	7382799	7383023	225	*	X10429	643664	7384721	7386383	1663	+	1697	upstream	1697	SLC35G6
chr17	7386316	7386435	120	*	X10430	5430	7387698	7417935	30238	+	1262	upstream	1262	POLR2A
chr17	7386639	7386765	127	*	X10431	5430	7387698	7417935	30238	+	932	upstream	932	POLR2A
chr17	7386819	7386998	180	*	X10432	5430	7387698	7417935	30238	+	699	upstream	699	POLR2A
chr17	7387194	7387328	135	*	X10433	5430	7387698	7417935	30238	+	369	upstream	369	POLR2A
chr17	7387194	7387328	135	*	X10433	57659	7362685	7387568	24884	-	0	inside	239	ZBTB4
chr17	7387839	7387973	135	*	X10434	5430	7387698	7417935	30238	+	0	inside	140	POLR2A
chr17	7387839	7387973	135	*	X10434	57659	7362685	7387568	24884	-	270	upstream	270	ZBTB4
chr17	7389046	7389075	30	*	X10435	57659	7362685	7387568	24884	-	1477	upstream	1477	ZBTB4
chr17	7452283	7452387	105	*	X10436	407977	7452375	7464925	12551	+	0	overlapStart	0	TNFSF12-TNFSF13
chr17	7452283	7452387	105	*	X10436	8742	7452375	7461207	8833	+	0	overlapStart	0	TNFSF12
chr17	7460349	7460421	73	*	X10438	8741	7461609	7464925	3317	+	1187	upstream	1187	TNFSF13
chr17	7460653	7460787	135	*	X10439	8741	7461609	7464925	3317	+	821	upstream	821	TNFSF13
chr17	7461277	7461396	120	*	X10440	8741	7461609	7464925	3317	+	212	upstream	212	TNFSF13
chr17	7461748	7461897	150	*	X10441	8741	7461609	7464925	3317	+	0	inside	138	TNFSF13
chr17	7464238	7464312	75	*	X10445	100533955	7465309	7482324	17016	+	996	upstream	996	SENP3-EIF4A1
